"","fips","SCC","Pollutant","Emissions","type","year"
"22555861","24510","2201001270","PM25-PRI",1.39512,"ON-ROAD",2008
"22559471","24510","2201080270","PM25-PRI",0.11214,"ON-ROAD",2008
"22564801","24510","2230075250","PM25-PRI",0.08063,"ON-ROAD",2008
"22573911","24510","2230073250","PM25-PRI",0.00407388,"ON-ROAD",2008
"22575411","24510","2230071190","PM25-PRI",4.09783e-05,"ON-ROAD",2008
"22583191","24510","2230074270","PM25-PRI",6.81165,"ON-ROAD",2008
"22588111","24510","2230075310","PM25-PRI",0.261984,"ON-ROAD",2008
"22610861","24510","2230072250","PM25-PRI",0.00315543,"ON-ROAD",2008
"22619501","24510","2230074270","PM25-PRI",0.339965,"ON-ROAD",2008
"22623771","24510","2230074230","PM25-PRI",9.69693,"ON-ROAD",2008
"22623821","24510","2230074250","PM25-PRI",0.789868,"ON-ROAD",2008
"22632021","24510","2230073290","PM25-PRI",0.0316408,"ON-ROAD",2008
"22636891","24510","2201040250","PM25-PRI",0.092582,"ON-ROAD",2008
"22648081","24510","2201080290","PM25-PRI",0.0691685,"ON-ROAD",2008
"22658761","24510","2230072270","PM25-PRI",0.0272161,"ON-ROAD",2008
"22659461","24510","2201080330","PM25-PRI",0.0193194,"ON-ROAD",2008
"22660081","24510","2201070290","PM25-PRI",0.0287491,"ON-ROAD",2008
"22664241","24510","2230072310","PM25-PRI",0.00677434,"ON-ROAD",2008
"22665941","24510","2201001190","PM25-PRI",0.00114129,"ON-ROAD",2008
"22669941","24510","2230074230","PM25-PRI",0.286812,"ON-ROAD",2008
"22673801","24510","2230001270","PM25-PRI",0.00396935,"ON-ROAD",2008
"22686191","24510","2230075170","PM25-PRI",2.82461e-05,"ON-ROAD",2008
"22687271","24510","2230073230","PM25-PRI",0.088921,"ON-ROAD",2008
"22692071","24510","2201070250","PM25-PRI",0.0162223,"ON-ROAD",2008
"22705171","24510","2201070230","PM25-PRI",0.0806734,"ON-ROAD",2008
"22705331","24510","2201070270","PM25-PRI",1.14159,"ON-ROAD",2008
"22717261","24510","2230074170","PM25-PRI",0.000231082,"ON-ROAD",2008
"22725101","24510","2201080250","PM25-PRI",0.00471359,"ON-ROAD",2008
"22730161","24510","2230071290","PM25-PRI",0.00685699,"ON-ROAD",2008
"22731501","24510","2230073310","PM25-PRI",0.0155458,"ON-ROAD",2008
"22731731","24510","2230001330","PM25-PRI",0.000834846,"ON-ROAD",2008
"22760031","24510","2230074290","PM25-PRI",0.102059,"ON-ROAD",2008
"22766121","24510","2230074310","PM25-PRI",1.69532,"ON-ROAD",2008
"22766801","24510","2230060230","PM25-PRI",0.419124,"ON-ROAD",2008
"22774571","24510","2230074190","PM25-PRI",0.00779354,"ON-ROAD",2008
"22775221","24510","2230071330","PM25-PRI",0.13813,"ON-ROAD",2008
"22777611","24510","2230060170","PM25-PRI",0.000419485,"ON-ROAD",2008
"22782341","24510","2230073330","PM25-PRI",0.409164,"ON-ROAD",2008
"22785201","24510","2201040270","PM25-PRI",0.830592,"ON-ROAD",2008
"22785971","24510","2230073190","PM25-PRI",4.04511e-05,"ON-ROAD",2008
"22788081","24510","2201020290","PM25-PRI",0.439363,"ON-ROAD",2008
"22792561","24510","2201070310","PM25-PRI",0.0348982,"ON-ROAD",2008
"22799151","24510","2201040170","PM25-PRI",0.000594206,"ON-ROAD",2008
"22799761","24510","2201080310","PM25-PRI",0.00744762,"ON-ROAD",2008
"22805741","24510","2201001250","PM25-PRI",0.324528,"ON-ROAD",2008
"22817091","24510","2230075190","PM25-PRI",4.21363e-05,"ON-ROAD",2008
"22833591","24510","2201080250","PM25-PRI",0.000885849,"ON-ROAD",2008
"22838371","24510","2201020230","PM25-PRI",1.33182,"ON-ROAD",2008
"22858011","24510","2230072230","PM25-PRI",0.513235,"ON-ROAD",2008
"22862271","24510","2230075270","PM25-PRI",0.00707226,"ON-ROAD",2008
"22863881","24510","2201020170","PM25-PRI",0.0012721,"ON-ROAD",2008
"22866711","24510","2230074270","PM25-PRI",0.201464,"ON-ROAD",2008
"22868231","24510","2230001250","PM25-PRI",0.000166256,"ON-ROAD",2008
"22873621","24510","2201001230","PM25-PRI",3.19042,"ON-ROAD",2008
"22880771","24510","2201070190","PM25-PRI",0.00125795,"ON-ROAD",2008
"22887091","24510","2230073250","PM25-PRI",0.00724381,"ON-ROAD",2008
"22887841","24510","2230060270","PM25-PRI",0.014025,"ON-ROAD",2008
"22888451","24510","2230001190","PM25-PRI",5.59034e-05,"ON-ROAD",2008
"22888841","24510","2230060330","PM25-PRI",0.102681,"ON-ROAD",2008
"22891281","24510","2230074170","PM25-PRI",0.000389944,"ON-ROAD",2008
"22898341","24510","2230072250","PM25-PRI",0.041797,"ON-ROAD",2008
"22909231","24510","2230060330","PM25-PRI",0.0029511,"ON-ROAD",2008
"22910611","24510","2201070230","PM25-PRI",0.199125,"ON-ROAD",2008
"22911341","24510","2230072230","PM25-PRI",0.0217874,"ON-ROAD",2008
"22912041","24510","2201070270","PM25-PRI",0.139964,"ON-ROAD",2008
"22916301","24510","2230071250","PM25-PRI",0.00156965,"ON-ROAD",2008
"22922811","24510","2201080230","PM25-PRI",0.00683876,"ON-ROAD",2008
"22926801","24510","2230060170","PM25-PRI",1.20616e-05,"ON-ROAD",2008
"22932171","24510","2230001310","PM25-PRI",0.0206617,"ON-ROAD",2008
"22936531","24510","2201040230","PM25-PRI",0.267575,"ON-ROAD",2008
"22937501","24510","2230071250","PM25-PRI",0.00419092,"ON-ROAD",2008
"22939911","24510","2230071190","PM25-PRI",0.000619955,"ON-ROAD",2008
"22944811","24510","2230071290","PM25-PRI",0.27696,"ON-ROAD",2008
"22951211","24510","2201040330","PM25-PRI",0.160477,"ON-ROAD",2008
"22955101","24510","2201070250","PM25-PRI",0.00657162,"ON-ROAD",2008
"22956121","24510","2230073330","PM25-PRI",0.0157819,"ON-ROAD",2008
"22959421","24510","2201020330","PM25-PRI",0.346587,"ON-ROAD",2008
"22959551","24510","2201001290","PM25-PRI",2.30741,"ON-ROAD",2008
"22972401","24510","2201070330","PM25-PRI",0.28663,"ON-ROAD",2008
"22973851","24510","2201001170","PM25-PRI",0.00239655,"ON-ROAD",2008
"22993841","24510","2230074250","PM25-PRI",0.039423,"ON-ROAD",2008
"22993911","24510","2230075230","PM25-PRI",0.00888297,"ON-ROAD",2008
"22994371","24510","2230071330","PM25-PRI",0.00341995,"ON-ROAD",2008
"23000961","24510","2201080250","PM25-PRI",0.0126585,"ON-ROAD",2008
"23003291","24510","2230001230","PM25-PRI",0.00127937,"ON-ROAD",2008
"23007431","24510","2201020310","PM25-PRI",0.315185,"ON-ROAD",2008
"23024041","24510","2201040190","PM25-PRI",0.000254865,"ON-ROAD",2008
"23024581","24510","2230001170","PM25-PRI",5.59026e-05,"ON-ROAD",2008
"23028721","24510","2230075310","PM25-PRI",0.00243242,"ON-ROAD",2008
"23035911","24510","2201040310","PM25-PRI",0.166075,"ON-ROAD",2008
"23036121","24510","2230071330","PM25-PRI",0.00913116,"ON-ROAD",2008
"23042281","24510","2201040190","PM25-PRI",0.000594509,"ON-ROAD",2008
"23050581","24510","2201020330","PM25-PRI",0.39704,"ON-ROAD",2008
"23062341","24510","2201080270","PM25-PRI",0.0416595,"ON-ROAD",2008
"23066141","24510","2230060190","PM25-PRI",3.21767e-05,"ON-ROAD",2008
"23067371","24510","2201070290","PM25-PRI",0.578781,"ON-ROAD",2008
"23083581","24510","2230060190","PM25-PRI",1.20616e-05,"ON-ROAD",2008
"23084791","24510","2230072310","PM25-PRI",0.0897336,"ON-ROAD",2008
"23092321","24510","2201020190","PM25-PRI",0.00154274,"ON-ROAD",2008
"23093611","24510","2230060290","PM25-PRI",0.00871298,"ON-ROAD",2008
"23094281","24510","2230075330","PM25-PRI",0.00317588,"ON-ROAD",2008
"23094931","24510","2230074310","PM25-PRI",0.0846127,"ON-ROAD",2008
"23096691","24510","2230001290","PM25-PRI",0.0641888,"ON-ROAD",2008
"23098871","24510","2230073270","PM25-PRI",0.0624595,"ON-ROAD",2008
"23099841","24510","2201020310","PM25-PRI",0.141419,"ON-ROAD",2008
"23102881","24510","2230075330","PM25-PRI",0.341928,"ON-ROAD",2008
"23109881","24510","2230073290","PM25-PRI",0.0177946,"ON-ROAD",2008
"23111851","24510","2230060250","PM25-PRI",0.00416992,"ON-ROAD",2008
"23127581","24510","2230073170","PM25-PRI",4.06396e-05,"ON-ROAD",2008
"23138251","24510","2230072190","PM25-PRI",1.69981e-05,"ON-ROAD",2008
"23140511","24510","2230072170","PM25-PRI",3.023e-05,"ON-ROAD",2008
"23140811","24510","2201001290","PM25-PRI",0.866642,"ON-ROAD",2008
"23141341","24510","2201001190","PM25-PRI",0.00303868,"ON-ROAD",2008
"23157261","24510","2230001310","PM25-PRI",0.000793366,"ON-ROAD",2008
"23161371","24510","2201040230","PM25-PRI",0.62115,"ON-ROAD",2008
"23162121","24510","2201080230","PM25-PRI",0.0363888,"ON-ROAD",2008
"23164571","24510","2230072330","PM25-PRI",0.00687727,"ON-ROAD",2008
"23166181","24510","2201040310","PM25-PRI",0.0622881,"ON-ROAD",2008
"23173871","24510","2230075290","PM25-PRI",0.425011,"ON-ROAD",2008
"23178011","24510","2201070250","PM25-PRI",0.132864,"ON-ROAD",2008
"23185651","24510","2230071310","PM25-PRI",0.00336889,"ON-ROAD",2008
"23203591","24510","2230072230","PM25-PRI",0.0387473,"ON-ROAD",2008
"23205501","24510","2230072250","PM25-PRI",0.00177428,"ON-ROAD",2008
"23214171","24510","2230073270","PM25-PRI",1.6194,"ON-ROAD",2008
"23215791","24510","2201080290","PM25-PRI",0.0256958,"ON-ROAD",2008
"23221321","24510","2230001170","PM25-PRI",2.14632e-06,"ON-ROAD",2008
"23226921","24510","2230075250","PM25-PRI",0.000749028,"ON-ROAD",2008
"23235011","24510","2201001190","PM25-PRI",0.00240174,"ON-ROAD",2008
"23263441","24510","2230060250","PM25-PRI",0.0543915,"ON-ROAD",2008
"23272481","24510","2230073270","PM25-PRI",0.0351269,"ON-ROAD",2008
"23286911","24510","2230060310","PM25-PRI",0.00748115,"ON-ROAD",2008
"23297121","24510","2230072270","PM25-PRI",0.360509,"ON-ROAD",2008
"23298471","24510","2201020310","PM25-PRI",0.377301,"ON-ROAD",2008
"23304971","24510","2201020270","PM25-PRI",0.707285,"ON-ROAD",2008
"23311911","24510","2201001250","PM25-PRI",0.155505,"ON-ROAD",2008
"23324901","24510","2230074190","PM25-PRI",0.000388823,"ON-ROAD",2008
"23326591","24510","2230071310","PM25-PRI",0.00899481,"ON-ROAD",2008
"23332861","24510","2230071250","PM25-PRI",0.0633981,"ON-ROAD",2008
"23340161","24510","2201040310","PM25-PRI",0.146701,"ON-ROAD",2008
"23352151","24510","2230073170","PM25-PRI",0.00187386,"ON-ROAD",2008
"23355961","24510","2230074290","PM25-PRI",3.45069,"ON-ROAD",2008
"23358841","24510","2230060250","PM25-PRI",0.00156312,"ON-ROAD",2008
"23359301","24510","2230001230","PM25-PRI",0.00340417,"ON-ROAD",2008
"23361121","24510","2201040230","PM25-PRI",0.713419,"ON-ROAD",2008
"23373421","24510","2230071170","PM25-PRI",0.000630612,"ON-ROAD",2008
"23382321","24510","2201040330","PM25-PRI",0.065547,"ON-ROAD",2008
"23384501","24510","2201001170","PM25-PRI",0.00113884,"ON-ROAD",2008
"23388651","24510","2230001190","PM25-PRI",8.06652e-07,"ON-ROAD",2008
"23391861","24510","2230072310","PM25-PRI",0.00380915,"ON-ROAD",2008
"23397971","24510","2230074330","PM25-PRI",0.0859027,"ON-ROAD",2008
"23400421","24510","2230075230","PM25-PRI",0.956349,"ON-ROAD",2008
"23404951","24510","2201080310","PM25-PRI",0.0200476,"ON-ROAD",2008
"23413511","24510","2201001170","PM25-PRI",0.00303216,"ON-ROAD",2008
"23423821","24510","2201020170","PM25-PRI",0.0015397,"ON-ROAD",2008
"23425931","24510","2230071270","PM25-PRI",0.546694,"ON-ROAD",2008
"23426241","24510","2230001290","PM25-PRI",0.00246471,"ON-ROAD",2008
"23446351","24510","2230075290","PM25-PRI",0.00394734,"ON-ROAD",2008
"23453211","24510","2201020250","PM25-PRI",0.172833,"ON-ROAD",2008
"23454661","24510","2230001190","PM25-PRI",2.14632e-06,"ON-ROAD",2008
"23460541","24510","2201001310","PM25-PRI",0.278949,"ON-ROAD",2008
"23460651","24510","2230075270","PM25-PRI",0.761417,"ON-ROAD",2008
"23465721","24510","2230075170","PM25-PRI",0.00304313,"ON-ROAD",2008
"23477921","24510","2230072330","PM25-PRI",0.0910945,"ON-ROAD",2008
"23491951","24510","2201001330","PM25-PRI",0.78155,"ON-ROAD",2008
"23492171","24510","2230072170","PM25-PRI",1.6998e-05,"ON-ROAD",2008
"23494971","24510","2230071230","PM25-PRI",0.0192684,"ON-ROAD",2008
"23496561","24510","2230073310","PM25-PRI",0.00874289,"ON-ROAD",2008
"23505871","24510","2201020230","PM25-PRI",1.6208,"ON-ROAD",2008
"23506701","24510","2230001270","PM25-PRI",0.103374,"ON-ROAD",2008
"23509861","24510","2230075170","PM25-PRI",5.00369e-05,"ON-ROAD",2008
"23515491","24510","2230073190","PM25-PRI",0.00186511,"ON-ROAD",2008
"23519171","24510","2201001230","PM25-PRI",2.50075,"ON-ROAD",2008
"23529001","24510","2201040190","PM25-PRI",0.000679537,"ON-ROAD",2008
"23533631","24510","2230072170","PM25-PRI",0.000398828,"ON-ROAD",2008
"23535911","24510","2230071290","PM25-PRI",0.018308,"ON-ROAD",2008
"23536811","24510","2201080270","PM25-PRI",0.00782944,"ON-ROAD",2008
"23538241","24510","2230074330","PM25-PRI",0.0509061,"ON-ROAD",2008
"23538601","24510","2230060190","PM25-PRI",0.000419506,"ON-ROAD",2008
"23561541","24510","2201040170","PM25-PRI",0.000679178,"ON-ROAD",2008
"23579421","24510","2201070190","PM25-PRI",0.000153593,"ON-ROAD",2008
"23588441","24510","2201001330","PM25-PRI",0.293543,"ON-ROAD",2008
"23614311","24510","2230072290","PM25-PRI",0.00775357,"ON-ROAD",2008
"23619401","24510","2201001290","PM25-PRI",1.85667,"ON-ROAD",2008
"23619811","24510","2201020290","PM25-PRI",0.979223,"ON-ROAD",2008
"23622581","24510","2230071270","PM25-PRI",0.013535,"ON-ROAD",2008
"23627171","24510","2230074330","PM25-PRI",1.7211,"ON-ROAD",2008
"23629191","24510","2201070230","PM25-PRI",1.63042,"ON-ROAD",2008
"23633311","24510","2230060230","PM25-PRI",0.032132,"ON-ROAD",2008
"23634321","24510","2201070170","PM25-PRI",0.000153575,"ON-ROAD",2008
"23644761","24510","2201070290","PM25-PRI",0.070935,"ON-ROAD",2008
"23648611","24510","2201040290","PM25-PRI",0.455771,"ON-ROAD",2008
"23666151","24510","2230072270","PM25-PRI",0.0153034,"ON-ROAD",2008
"23670231","24510","2201070190","PM25-PRI",6.11184e-05,"ON-ROAD",2008
"23675161","24510","2230071170","PM25-PRI",1.56122e-05,"ON-ROAD",2008
"23681641","24510","2201070170","PM25-PRI",6.1147e-05,"ON-ROAD",2008
"23684831","24510","2230075190","PM25-PRI",0.00254864,"ON-ROAD",2008
"23700991","24510","2201040330","PM25-PRI",0.174764,"ON-ROAD",2008
"23712481","24510","2201080230","PM25-PRI",0.0977231,"ON-ROAD",2008
"23716091","24510","2230073330","PM25-PRI",0.00887563,"ON-ROAD",2008
"23716711","24510","2201070270","PM25-PRI",0.0567243,"ON-ROAD",2008
"23742661","24510","2230060310","PM25-PRI",0.0975755,"ON-ROAD",2008
"23746141","24510","2230073230","PM25-PRI",2.3054,"ON-ROAD",2008
"23747691","24510","2201020170","PM25-PRI",0.000577111,"ON-ROAD",2008
"23757041","24510","2201080330","PM25-PRI",0.00712173,"ON-ROAD",2008
"23759331","24510","2230001250","PM25-PRI",0.000442375,"ON-ROAD",2008
"23769721","24510","2201080290","PM25-PRI",0.00482924,"ON-ROAD",2008
"23770491","24510","2201020250","PM25-PRI",0.210333,"ON-ROAD",2008
"23773191","24510","2201001270","PM25-PRI",3.71447,"ON-ROAD",2008
"23777301","24510","2230072190","PM25-PRI",3.023e-05,"ON-ROAD",2008
"23786711","24510","2230001270","PM25-PRI",0.00149177,"ON-ROAD",2008
"23787731","24510","2230060270","PM25-PRI",0.48799,"ON-ROAD",2008
"23791551","24510","2201080310","PM25-PRI",0.00139969,"ON-ROAD",2008
"23795621","24510","2230075230","PM25-PRI",0.0157352,"ON-ROAD",2008
"23802601","24510","2201001230","PM25-PRI",1.19829,"ON-ROAD",2008
"23804461","24510","2230001290","PM25-PRI",0.000926296,"ON-ROAD",2008
"23808781","24510","2230072330","PM25-PRI",0.00386703,"ON-ROAD",2008
"23820551","24510","2230071170","PM25-PRI",4.1684e-05,"ON-ROAD",2008
"23824281","24510","2230060270","PM25-PRI",0.0374145,"ON-ROAD",2008
"23827121","24510","2230060230","PM25-PRI",0.0120449,"ON-ROAD",2008
"23828371","24510","2230074190","PM25-PRI",0.000230418,"ON-ROAD",2008
"23830451","24510","2201040290","PM25-PRI",0.515961,"ON-ROAD",2008
"23835551","24510","2230074230","PM25-PRI",0.483988,"ON-ROAD",2008
"23843591","24510","2230073170","PM25-PRI",7.22617e-05,"ON-ROAD",2008
"23846301","24510","2230071310","PM25-PRI",0.136072,"ON-ROAD",2008
"23848921","24510","2201070310","PM25-PRI",0.0141523,"ON-ROAD",2008
"23853101","24510","2230074170","PM25-PRI",0.00781482,"ON-ROAD",2008
"23857201","24510","2201020250","PM25-PRI",0.0788369,"ON-ROAD",2008
"23872961","24510","2201001310","PM25-PRI",0.597611,"ON-ROAD",2008
"23875431","24510","2230001250","PM25-PRI",0.0115212,"ON-ROAD",2008
"48097191","24510","2270003020","PM25-PRI",3.07569,"NON-ROAD",2008
"48106151","24510","2270006015","PM25-PRI",2.36223,"NON-ROAD",2008
"48122251","24510","2260004021","PM25-PRI",2.8363,"NON-ROAD",2008
"48123901","24510","2282005010","PM25-PRI",2.312,"NON-ROAD",2008
"48134301","24510","2265006005","PM25-PRI",0.779108,"NON-ROAD",2008
"48150511","24510","2265004025","PM25-PRI",0.00645307,"NON-ROAD",2008
"48167331","24510","2265003050","PM25-PRI",0.00108083,"NON-ROAD",2008
"48171081","24510","2260004025","PM25-PRI",3.45694,"NON-ROAD",2008
"48176951","24510","2265004011","PM25-PRI",0.178537,"NON-ROAD",2008
"48185231","24510","2265004041","PM25-PRI",0.00693357,"NON-ROAD",2008
"48188151","24510","2270003010","PM25-PRI",0.597507,"NON-ROAD",2008
"48190581","24510","2267006035","PM25-PRI",0.000321658,"NON-ROAD",2008
"48221471","24510","2265004035","PM25-PRI",0.0411663,"NON-ROAD",2008
"48224321","24510","2265003030","PM25-PRI",0.0155772,"NON-ROAD",2008
"48237401","24510","2267003070","PM25-PRI",0.0089871,"NON-ROAD",2008
"48240941","24510","2267003010","PM25-PRI",0.0200645,"NON-ROAD",2008
"48253141","24510","2265006030","PM25-PRI",0.500588,"NON-ROAD",2008
"48306271","24510","2260004015","PM25-PRI",0.179868,"NON-ROAD",2008
"48320281","24510","2260004035","PM25-PRI",0.811748,"NON-ROAD",2008
"48326481","24510","2267006030","PM25-PRI",0.000325363,"NON-ROAD",2008
"48376531","24510","2267003020","PM25-PRI",1.91003,"NON-ROAD",2008
"48384841","24510","2265004071","PM25-PRI",0.387505,"NON-ROAD",2008
"48389831","24510","2265003060","PM25-PRI",0.000848372,"NON-ROAD",2008
"48394991","24510","2270004056","PM25-PRI",0.0866494,"NON-ROAD",2008
"48405081","24510","2265006025","PM25-PRI",0.200916,"NON-ROAD",2008
"48418681","24510","2270004076","PM25-PRI",0.00191127,"NON-ROAD",2008
"48430221","24510","2270006005","PM25-PRI",4.56917,"NON-ROAD",2008
"48430791","24510","2270003050","PM25-PRI",0.11621,"NON-ROAD",2008
"48435401","24510","2268003040","PM25-PRI",8.37567e-05,"NON-ROAD",2008
"48435421","24510","2260006010","PM25-PRI",1.51165,"NON-ROAD",2008
"48441171","24510","2268006015","PM25-PRI",0.00153831,"NON-ROAD",2008
"48441391","24510","2268003030","PM25-PRI",0.000153762,"NON-ROAD",2008
"48444961","24510","2282005015","PM25-PRI",0.820862,"NON-ROAD",2008
"48446901","24510","2265004016","PM25-PRI",0.0749155,"NON-ROAD",2008
"48454821","24510","2260003040","PM25-PRI",0.000796642,"NON-ROAD",2008
"48457601","24510","2260006005","PM25-PRI",0.204419,"NON-ROAD",2008
"48457741","24510","2265004046","PM25-PRI",0.00820715,"NON-ROAD",2008
"48458341","24510","2260004031","PM25-PRI",1.68436,"NON-ROAD",2008
"48482011","24510","2268006005","PM25-PRI",0.0209123,"NON-ROAD",2008
"48483991","24510","2260006015","PM25-PRI",0.00055714,"NON-ROAD",2008
"48485281","24510","2265006010","PM25-PRI",0.305771,"NON-ROAD",2008
"48490981","24510","2267006025","PM25-PRI",0.0254166,"NON-ROAD",2008
"48493521","24510","2265010010","PM25-PRI",0.00259443,"NON-ROAD",2008
"48503841","24510","2268010010","PM25-PRI",0.0017168,"NON-ROAD",2008
"48508941","24510","2270004046","PM25-PRI",0.45455,"NON-ROAD",2008
"48514791","24510","2260004026","PM25-PRI",1.48192,"NON-ROAD",2008
"48516711","24510","2268006010","PM25-PRI",0.00107486,"NON-ROAD",2008
"48532061","24510","2282010005","PM25-PRI",0.0608429,"NON-ROAD",2008
"48550811","24510","2265004056","PM25-PRI",0.0940177,"NON-ROAD",2008
"48587551","24510","2260004036","PM25-PRI",0.313024,"NON-ROAD",2008
"48588931","24510","2265003010","PM25-PRI",0.0150928,"NON-ROAD",2008
"48599251","24510","2267003030","PM25-PRI",0.014672,"NON-ROAD",2008
"48604371","24510","2260006035","PM25-PRI",0.0087665,"NON-ROAD",2008
"48611781","24510","2267003050","PM25-PRI",0.00108349,"NON-ROAD",2008
"48612861","24510","2265003020","PM25-PRI",0.046894,"NON-ROAD",2008
"48634481","24510","2260004020","PM25-PRI",2.4092,"NON-ROAD",2008
"48640751","24510","2265004051","PM25-PRI",0.00841321,"NON-ROAD",2008
"48644471","24510","2282020010","PM25-PRI",0.00401281,"NON-ROAD",2008
"48659721","24510","2267006015","PM25-PRI",0.0204082,"NON-ROAD",2008
"48663031","24510","2265003040","PM25-PRI",0.0654471,"NON-ROAD",2008
"48682081","24510","2270006025","PM25-PRI",2.90849,"NON-ROAD",2008
"48702751","24510","2265004075","PM25-PRI",0.0770822,"NON-ROAD",2008
"48720201","24510","2265004066","PM25-PRI",0.0155485,"NON-ROAD",2008
"48729091","24510","2270006030","PM25-PRI",0.125289,"NON-ROAD",2008
"48729861","24510","2267003040","PM25-PRI",0.00450448,"NON-ROAD",2008
"48742581","24510","2265006035","PM25-PRI",0.019666,"NON-ROAD",2008
"48744541","24510","2270004066","PM25-PRI",0.531822,"NON-ROAD",2008
"48753731","24510","2270003040","PM25-PRI",1.2491,"NON-ROAD",2008
"48755951","24510","2265004040","PM25-PRI",0.0952252,"NON-ROAD",2008
"48779771","24510","2265004030","PM25-PRI",0.0125521,"NON-ROAD",2008
"48796331","24510","2270003070","PM25-PRI",1.58578,"NON-ROAD",2008
"48797061","24510","2268006020","PM25-PRI",0.0598842,"NON-ROAD",2008
"48812601","24510","2265004036","PM25-PRI",0.0158737,"NON-ROAD",2008
"48823801","24510","2265004076","PM25-PRI",0.0157966,"NON-ROAD",2008
"48833831","24510","2285006015","PM25-PRI",1.97811e-05,"NON-ROAD",2008
"48836821","24510","2265006015","PM25-PRI",0.142838,"NON-ROAD",2008
"48846111","24510","2270004071","PM25-PRI",0.0486615,"NON-ROAD",2008
"48858351","24510","2260004016","PM25-PRI",0.141151,"NON-ROAD",2008
"48863911","24510","2265003070","PM25-PRI",0.00491327,"NON-ROAD",2008
"48872241","24510","2270004036","PM25-PRI",0.0117598,"NON-ROAD",2008
"48901971","24510","2270006010","PM25-PRI",1.11057,"NON-ROAD",2008
"48904121","24510","2260004030","PM25-PRI",2.17321,"NON-ROAD",2008
"48906701","24510","2270004031","PM25-PRI",7.86171e-05,"NON-ROAD",2008
"48912211","24510","2268003020","PM25-PRI",0.135221,"NON-ROAD",2008
"48954671","24510","2270003060","PM25-PRI",6.90541,"NON-ROAD",2008
"48965611","24510","2285002015","PM25-PRI",0.182026,"NON-ROAD",2008
"48969861","24510","2265004026","PM25-PRI",0.00294141,"NON-ROAD",2008
"48976491","24510","2270006035","PM25-PRI",0.103889,"NON-ROAD",2008
"48986141","24510","2282020005","PM25-PRI",0.1576,"NON-ROAD",2008
"48991761","24510","2265004031","PM25-PRI",0.0629355,"NON-ROAD",2008
"49013131","24510","2285004015","PM25-PRI",0.000776083,"NON-ROAD",2008
"49014981","24510","2265004015","PM25-PRI",0.0947088,"NON-ROAD",2008
"49040281","24510","2265001050","PM25-PRI",0.0497555,"NON-ROAD",2008
"49053321","24510","2270003030","PM25-PRI",1.13555,"NON-ROAD",2008
"49067081","24510","2260003030","PM25-PRI",0.010115,"NON-ROAD",2008
"49076751","24510","2267006005","PM25-PRI",0.0712288,"NON-ROAD",2008
"49097921","24510","2270010010","PM25-PRI",0.0343356,"NON-ROAD",2008
"49099171","24510","2268003070","PM25-PRI",0.000630629,"NON-ROAD",2008
"49104151","24510","2265004055","PM25-PRI",1.28743,"NON-ROAD",2008
"49112001","24510","2267004066","PM25-PRI",0.00524216,"NON-ROAD",2008
"49132371","24510","2268003060","PM25-PRI",0.00044427,"NON-ROAD",2008
"49148931","24510","2265004010","PM25-PRI",1.08811,"NON-ROAD",2008
"49170481","24510","2260004071","PM25-PRI",0.000580364,"NON-ROAD",2008
"49182651","24510","2267006010","PM25-PRI",0.0167758,"NON-ROAD",2008
